"review_title","review_text","review_star","date","author","page"
"Best FireTV Stick I have","Works great, and I love the upgraded remote with TV controls built in, and buttons for common apps. Gone are the days of needing multiple remotes and long navigating to Netflix and Hulu.","5.0 out of 5 stars","Reviewed in the United States on December 21, 2021","Rcnoble",44
"Great for non Roku tv's","The media could not be loaded.
 I love it. I didn't want to purchase a new tv right now (Roku) because my bedroom TV is an older model but the fire stick did the job. It was super easy to install.","5.0 out of 5 stars","Reviewed in the United States on November 13, 2021","Kimberly Mayfield",45
"Not great for home theater","It suffers from continuous audio dropouts when plugged into a receiver. I had to fuss with it for over an hour before I finally got it to a state where it wouldn't do it. What I found was that the dropouts occur when the sound is set to either ""Auto"" or ""Dolby Digital Plus,"" and setting it to ""Dolby Digital"" seems to have fixed the issue (setting it to stereo also worked, but... gross). From my searching on the internet, this seems to be a problem inherent to the device itself, and not something that can or will be fixed with a firmware update (thanks, Amazon!).I've had one plugged directly into a different TV for a while with no issue. I'm thinking that Amazon is just kind of playing the odds that most people won't be using a receiver, so fixing the issue isn't worth the time/money. I mean, if 95% of your user base is happy, who cares about the other 5%, right?","3.0 out of 5 stars","Reviewed in the United States on October 31, 2021","wronghonk",45
"I have bn needing this for a while","Everything!! it was easy to set up I like the volume button is the control panel. All my buttons are all in one place thanks! <U+0001F60A> Amazon the best fire ever..Momjs","5.0 out of 5 stars","Reviewed in the United States on April 17, 2022","Momjs",45
"All of your streaming needs in one stick","I love my firestick. I've bought about 6 or 7 from 1st gen to 4K. I'm always finding out something new my firestick does. I recommend one for everyone especially with a 4k tv.","5.0 out of 5 stars","Reviewed in the United States on February 16, 2022","Art",45
"Better than ever!","The Fire Stick 4K does everything that I am used to with the older fire sticks, only more smoothly and with fewer glitches. The buttons to go to Prime Video, Netflix and Hulu are great! Alexa works well as always.","5.0 out of 5 stars","Reviewed in the United States on April 14, 2022","Lynda Baker",45
"Love it","I am a nerd when it comes to tech gadgets, but this device is much more superior to other streaming devices. Love the fact that i can use a vpn service on it and add extra apps.","5.0 out of 5 stars","Reviewed in the United States on January 15, 2022","NYQ83",45
"Awesome Device","This was a gift that I'm highly enjoying. I have it on my TV that is not a Smart TV, and I'm enjoying ALL shows that I like!!! Will be purchasing one for my guest room, then I will be canceling my expensive Direct TV. Will only need to keep my internet service.Should have made an investment in one of these a long time ago","5.0 out of 5 stars","Reviewed in the United States on March 19, 2022","Brenda",45
"Definitely ab upgrade from my old stick","So this firestick is effortless, it streams so fast. My old one kept restarting and it took forever to open an app. This one opens Netflix. Hulu, prime, and Disney at the click of a button. Haven't had any issues so far.","5.0 out of 5 stars","Reviewed in the United States on January 10, 2022","Aleisha k",45
"SO Much better than our previous Fire Stick!","This Fire Stick is so much more advanced, and the quality of the picture is amazing! Also, there is no lag time - and we don't have the best or most reliable wifi here! We love this so much we got two!","5.0 out of 5 stars","Reviewed in the United States on November 22, 2021","Libby",45
"Fast!","I hadn't realized how slow my old (2018) fire stick was until I installed this 4K one. What a difference. Installation was easy. Glad I took advantage of a special offer","5.0 out of 5 stars","Reviewed in the United States on February 12, 2022","Jannynet",45
"So Wonderful, Many selections","It was easy to install even for me I am not computer a literature It was so easy to install even for me,, made the TV look brighter and clearer could be just my imagination but it seemed like that to me I loved it so much I got one for my other TV","5.0 out of 5 stars","Reviewed in the United States on December 1, 2021","wanetta bean",46
"The best way to get streaming services!","There's nothing to dislike. My ""Smart TV"" is getting a bit older and refuses to load some apps. Adding a Fire TV stick lets me stream from them without having to replace my TV.","5.0 out of 5 stars","Reviewed in the United States on January 19, 2022","Chris W",46
"Excellent Product That Makes Streaming Easy","I bought the Firestick so I could reduce my monthly Comcast cable subscription expense and to sample the many streaming services available. It is very easy to use and set up and it has worked very well so far.The remote voice recognition works very well, and I really like that Netflix and Hulu buttons are on the remote for quick selection. The product seems to be very well designed and thought out and I have Amazon Firesticks on my 2 Samsung televisions.","5.0 out of 5 stars","Reviewed in the United States on June 1, 2022","James R.",46
"Puppy chew toy","Gus, our huge puppy, ate the remote, setting our house into panic mode. It was almost as cheap to buy the 4k Fire TV with remote as to buy an aftermarket remote. On ordering, I learned of the $10 discount. I'm happy.","5.0 out of 5 stars","Reviewed in the United States on January 30, 2022","Miata2d",46
"Upgraded from Roku to Firestick","I am so glad I upgraded to the firestick. So much more discreet, small, and functional after using the Roku for years. Definitely worth the change for me!","5.0 out of 5 stars","Reviewed in the United States on May 5, 2022","Catherine J Matteson-Davis",46
